GO:0000005	obsolete ribosomal chaperone activity
GO:0015418	quaternary-ammonium-compound-transporting ATPase activity
GO:0015419	ATPase-coupled sulfate transmembrane transporter activity
GO:0015420	cobalamin-transporting ATPase activity
GO:0015421	oligopeptide-transporting ATPase activity
GO:0015422	oligosaccharide-transporting ATPase activity
GO:0015423	maltose-transporting ATPase activity
GO:0015424	amino acid-transporting ATPase activity
GO:0015425	nonpolar-amino acid-transporting ATPase activity
GO:0015426	polar-amino acid-transporting ATPase activity
GO:0015427	obsolete ABC-type efflux porter activity
GO:0015428	obsolete type I protein secretor activity
GO:0015429	obsolete peroxisomal fatty acyl transporter
GO:0015430	glycerol-3-phosphate-transporting ATPase activity
GO:0015431	glutathione S-conjugate-exporting ATPase activity
GO:0015432	bile acid-exporting ATPase activity
GO:0015433	peptide antigen-transporting ATPase activity
GO:0015434	cadmium-transporting ATPase activity
GO:0015435	obsolete ABC-type efflux permease activity
GO:0015436	capsular-polysaccharide-transporting ATPase activity
GO:0015437	lipopolysaccharide-transporting ATPase activity
GO:0015438	teichoic-acid-transporting ATPase activity
GO:0015439	heme-transporting ATPase activity
GO:0015440	peptide-transporting ATPase activity
GO:0015441	beta-glucan-transporting ATPase activity
GO:0015442	obsolete hydrogen-/sodium-translocating ATPase activity
GO:0015443	obsolete sodium-transporting two-sector ATPase activity
GO:0015444	magnesium-importing ATPase activity
GO:0015445	silver-exporting ATPase activity
GO:0015446	ATPase-coupled arsenite transmembrane transporter activity
GO:0015447	obsolete type II protein secretor activity
GO:0015448	obsolete type III protein (virulence-related) secretor activity
GO:0015449	obsolete type IV protein (DNA-protein) secretor activity
GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
GO:0015451	decarboxylation-driven active transmembrane transporter activity
GO:0015452	methyl transfer-driven active transmembrane transporter activity
GO:0015453	oxidoreduction-driven active transmembrane transporter activity
GO:0015454	light-driven active transmembrane transporter activity
GO:0015459	potassium channel regulator activity
GO:0015461	obsolete endosomal oligosaccharide transporter
GO:0015462	ATPase-coupled protein transmembrane transporter activity
GO:0015464	acetylcholine receptor activity
GO:0015465	obsolete lysin activity
GO:0015466	obsolete autolysin activity
GO:0015467	G-protein activated inward rectifier potassium channel activity
GO:0015468	obsolete colicin
GO:0015469	obsolete channel-forming toxin activity
GO:0015470	obsolete bacteriocin activity
GO:0015471	nucleoside-specific channel forming porin activity
GO:0015472	obsolete fimbrium-specific chaperone activity
GO:0015473	fimbrial usher porin activity
GO:0015474	autotransporter activity
GO:0015475	adhesin autotransporter activity
GO:0015476	hemaglutinin autotransporter activity
GO:0015477	obsolete receptor porin activity
GO:0015478	oligosaccharide transporting porin activity
GO:0015479	obsolete outer membrane exporter porin
GO:0015480	obsolete secretin (sensu Bacteria)
GO:0015481	maltose transporting porin activity
GO:0015482	obsolete voltage-gated anion channel porin activity
GO:0015483	long-chain fatty acid transporting porin activity
GO:0015484	obsolete hemolysin activity
GO:0015485	cholesterol binding
GO:0015486	glycoside-pentoside-hexuronide:cation symporter activity
GO:0015487	melibiose:cation symporter activity
GO:0015488	glucuronide:cation symporter activity
GO:0015489	putrescine transmembrane transporter activity
GO:0015490	cadaverine transmembrane transporter activity
GO:0015491	cation:cation antiporter activity
GO:0015492	phenylalanine:proton symporter activity
GO:0015493	lysine:proton symporter activity
GO:0015496	putrescine:ornithine antiporter activity
GO:0015498	pantothenate:sodium symporter activity
GO:0015499	formate transmembrane transporter activity
GO:0015500	obsolete threonine/serine:sodium symporter activity
GO:0015501	glutamate:sodium symporter activity
GO:0015503	glutathione-regulated potassium exporter activity
GO:0015504	cytosine:proton symporter activity
GO:0015505	uracil:cation symporter activity
GO:0015506	nucleoside:proton symporter activity
GO:0015507	obsolete hydroxy/aromatic amino acid permease activity
GO:0015513	high-affinity secondary active nitrite transmembrane transporter activity
GO:0015514	nitrite efflux transmembrane transporter activity
GO:0015515	citrate:succinate antiporter activity
GO:0015516	tartrate:succinate antiporter activity
GO:0015517	galactose:proton symporter activity
GO:0015518	arabinose:proton symporter activity
GO:0015519	D-xylose:proton symporter activity
GO:0015520	tetracycline:proton antiporter activity
GO:0015521	obsolete bicyclomycin/sulfathiazole:hydrogen antiporter activity
GO:0015522	hydrophobic uncoupler:proton antiporter activity
GO:0015524	obsolete L-arabinose/beta-D-thiogalactopyranoside:hydrogen antiporter activity
GO:0015525	obsolete carbonyl cyanide m-chlorophenylhydrazone/nalidixic acid/organomercurials:hydrogen antiporter activity
GO:0015526	hexose-phosphate:inorganic phosphate antiporter activity
GO:0015527	glycerol-phosphate:inorganic phosphate antiporter activity
GO:0015528	lactose:proton symporter activity
GO:0015529	raffinose:proton symporter activity
GO:0015530	shikimate transmembrane transporter activity
GO:0015531	citrate:proton symporter activity
GO:0015532	alpha-ketoglutarate:proton symporter activity
GO:0015533	shikimate:proton symporter activity
GO:0015534	obsolete proline/glycine/betaine:hydrogen/sodium symporter activity
GO:0015535	fucose:proton symporter activity
GO:0015537	xanthosine:proton symporter activity
GO:0015539	hexuronate:cation symporter activity
GO:0015540	3-hydroxyphenyl propionate:proton symporter activity
GO:0015541	secondary active cyanate transmembrane transporter activity
GO:0015543	obsolete lactose/glucose efflux transporter activity
GO:0015544	phenyl propionate uniporter activity
GO:0015545	bicyclomycin transmembrane transporter activity
GO:0015546	sulfathiazole transmembrane transporter activity
GO:0015547	nalidixic acid transmembrane transporter activity
GO:0015548	organomercurial transmembrane transporter activity
GO:0015549	carbonyl cyanide m-chlorophenylhydrazone transmembrane transporter activity
GO:0015550	galacturonate transmembrane transporter activity
GO:0015551	3-hydroxyphenyl propanoate transmembrane transporter activity
GO:0015552	propionate transmembrane transporter activity
GO:0015553	xanthosine transmembrane transporter activity
GO:0015554	tartrate transmembrane transporter activity
GO:0015556	C4-dicarboxylate transmembrane transporter activity
GO:0015557	arginine targeting transmembrane transporter activity
GO:0015558	secondary active p-aminobenzoyl-glutamate transmembrane transporter activity
GO:0015560	obsolete L-idonate/D-gluconate:hydrogen symporter activity
GO:0015561	rhamnose:proton symporter activity
GO:0015562	efflux transmembrane transporter activity
GO:0015565	threonine efflux transmembrane transporter activity
GO:0015566	acriflavine transmembrane transporter activity
GO:0015567	alkane transmembrane transporter activity
GO:0015568	L-idonate transmembrane transporter activity
GO:0015571	N-acetylgalactosamine transmembrane transporter activity
GO:0015572	N-acetylglucosamine transmembrane transporter activity
GO:0015573	beta-glucoside transmembrane transporter activity
GO:0015574	trehalose transmembrane transporter activity
GO:0015575	mannitol transmembrane transporter activity
GO:0015576	sorbitol transmembrane transporter activity
GO:0015577	galactitol transmembrane transporter activity
GO:0015578	mannose transmembrane transporter activity
GO:0015583	obsolete beta-glucoside [arbutin-salicin-cellobiose] permease activity
GO:0015591	D-ribose transmembrane transporter activity
GO:0015592	methylgalactoside transmembrane transporter activity
GO:0015593	allose transmembrane transporter activity
GO:0015594	putrescine-importing ATPase activity
GO:0015595	spermidine-importing ATPase activity
GO:0015596	obsolete glycine betaine/proline porter activity
GO:0015597	obsolete histidine/arginine/lysine/ornithine porter activity
GO:0015598	arginine-importing ATPase activity
GO:0015599	glutamine-importing ATPase activity
GO:0015600	obsolete glutamate/aspartate porter activity
GO:0015601	obsolete cystine/diaminopimelate porter activity
GO:0015602	obsolete leucine/isoleucine/valine porter activity
GO:0015603	iron chelate transmembrane transporter activity
GO:0015604	organic phosphonate transmembrane transporter activity
GO:0015605	organophosphate ester transmembrane transporter activity
GO:0015606	spermidine transmembrane transporter activity
GO:0015607	fatty-acyl-CoA transmembrane transporter activity
GO:0015608	carbohydrate-importing ATPase activity
GO:0015609	maltooligosaccharide-importing ATPase activity
GO:0015610	glycerol phosphate-importing ATPase activity
GO:0015611	D-ribose-importing ATPase activity
GO:0015612	L-arabinose-importing ATPase activity
GO:0015613	obsolete galactose/glucose (methylgalactoside) porter activity
GO:0015614	D-xylose-importing ATPase activity
GO:0015615	D-allose-importing ATPase activity
GO:0015616	DNA translocase activity
GO:0015617	obsolete pilin/fimbrilin exporter activity
GO:0015619	thiamine pyrophosphate-transporting ATPase activity
GO:0015620	ferric-enterobactin transmembrane transporter activity
GO:0015621	ferric triacetylfusarinine C transmembrane transporter activity
GO:0015622	ferric-hydroxamate transmembrane transporter activity
GO:0015623	iron-chelate-transporting ATPase activity
GO:0015624	ferric-enterobactin-transporting ATPase activity
GO:0015625	ferric-hydroxamate-transporting ATPase activity
GO:0015626	L-diaminopimelate transmembrane transporter activity
GO:0015631	tubulin binding
GO:0015633	zinc-transporting ATPase activity
GO:0015634	lipopolysaccharide exporter activity
GO:0015636	short-chain fatty acid transmembrane transporter activity
GO:0015638	microcin transmembrane transporter activity
GO:0015640	peptidoglycan peptide transmembrane transporter activity
GO:0015641	obsolete lipoprotein toxin
GO:0015642	obsolete bacteriolytic toxin activity
GO:0015643	toxic substance binding
GO:0015644	obsolete lipoprotein antitoxin
GO:0015645	fatty acid ligase activity
GO:0015647	peptidoglycan transmembrane transporter activity
GO:0015648	lipid-linked peptidoglycan transporter activity
GO:0015649	2-keto-3-deoxygluconate:proton symporter activity
GO:0015650	lactate:proton symporter activity
GO:0015651	quaternary ammonium group transmembrane transporter activity
GO:0015652	quaternary ammonium group:proton symporter activity
GO:0015653	glycine betaine:proton symporter activity
GO:0015654	tellurite transmembrane transporter activity
GO:0015655	alanine:sodium symporter activity
GO:0015658	branched-chain amino acid transmembrane transporter activity
GO:0015660	formate efflux transmembrane transporter activity
GO:0015661	L-lysine efflux transmembrane transporter activity
GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism
GO:0015663	nicotinamide mononucleotide transmembrane transporter activity
GO:0015665	alcohol transmembrane transporter activity
GO:0015666	restriction endodeoxyribonuclease activity
GO:0015667	site-specific DNA-methyltransferase (cytosine-N4-specific) activity
GO:0015668	type III site-specific deoxyribonuclease activity
GO:0015922	aspartate oxidase activity
GO:0015923	mannosidase activity
GO:0015924	mannosyl-oligosaccharide mannosidase activity
GO:0015925	galactosidase activity
GO:0015926	glucosidase activity
GO:0015927	trehalase activity
GO:0015928	fucosidase activity
GO:0015929	hexosaminidase activity
GO:0015930	glutamate synthase activity
GO:0015932	nucleobase-containing compound transmembrane transporter activity
GO:0015933	obsolete flavin-containing electron transporter
GO:0015997	obsolete ubiquinone biosynthetic process monooxygenase activity
GO:0016002	sulfite reductase activity
GO:0016004	phospholipase activator activity
GO:0016005	phospholipase A2 activator activity
GO:0016015	morphogen activity
GO:0016016	obsolete short-wave-sensitive opsin
GO:0016018	cyclosporin A binding
GO:0016019	peptidoglycan receptor activity
GO:0016025	obsolete proteasome endopeptidase regulator
GO:0016026	obsolete proteasome endopeptidase core
GO:0016034	maleylacetoacetate isomerase activity
GO:0016040	glutamate synthase (NADH) activity
GO:0016041	glutamate synthase (ferredoxin) activity
GO:0016084	myostimulatory hormone activity
GO:0016085	myoinhibitory hormone activity
GO:0016086	obsolete allatostatin
GO:0016087	ecdysiostatic hormone activity
GO:0016088	obsolete insulin
GO:0016146	obsolete protein-synthesizing GTPase activity, initiation
GO:0016147	obsolete protein-synthesizing GTPase activity, elongation
GO:0016148	obsolete protein-synthesizing GTPase activity, termination
GO:0016149	translation release factor activity, codon specific
GO:0016150	translation release factor activity, codon nonspecific
GO:0016151	nickel cation binding
GO:0016152	mercury (II) reductase activity
GO:0016153	urocanate hydratase activity
GO:0016154	pyrimidine-nucleoside phosphorylase activity
GO:0016155	formyltetrahydrofolate dehydrogenase activity
GO:0016156	fumarate reductase (NADH) activity
GO:0016157	sucrose synthase activity
